EPCI,LIBEPCI,NATURE_EPCI,NB_COM
248400053,CA Ventoux-Comtat-Venaissin (COVE),CA,25
248400160,CC Aygues-Ouvèze en Provence (CCAOP),CC,8
248400236,CC Pays d'Orange en Provence,CC,5
248400251,CA du Grand Avignon (COGA),CA,16
248400285,CC Territoriale Sud-Luberon,CC,16
248400293,CA des Sorgues du Comtat,CA,5
248400319,CC du Pays des Sorgues et des Monts de Vaucluse,CC,5
248400335,CC Vaison Ventoux,CC,19
248500191,CC de l'Île de Noirmoutier,CC,4
248500258,CC Océan Marais de Monts,CC,5
248500340,CC Pays de Chantonnay,CC,10
248500415,CC du Pays de la Châtaigneraie,CC,16
248500464,CC du Pays de Pouzauges,CC,10
248500530,CC du Pays des Achards,CC,9
248500563,"CC Vendée, Sèvre, Autise",CC,15
248500589,CA La Roche-sur-Yon Agglomération,CA,13
248500621,CC du Pays des Herbiers,CC,8
248500662,CC du Pays de Mortagne,CC,11
248600413,CA Grand Châtellerault,CA,47
248600447,CC du Pays Loudunais,CC,45
248700189,CC du Pays de Saint-Yrieix,CC,9
248719262,CC Gartempe - Saint-Pardoux,CC,6
248719288,CC du Val de Vienne,CC,9
248719312,CU Limoges Métropole,CU,20
248719338,CC Briance-Combade,CC,10
248719353,CC des Portes de Vassivière,CC,12
248719361,CC de Noblat,CC,12
248900334,CA du Grand Sénonais,CA,27
248900383,CC de l'Agglomération Migennoise,CC,8
248900524,CC de l'Aillantais en Bourgogne,CC,13
248900664,CC de la Vanne et du Pays d'Othe,CC,22
248900748,CC du Gâtinais en Bourgogne,CC,26
248900896,CC Yonne Nord,CC,23
248900938,CC du Jovinien,CC,19
249000241,CC du Sud Territoire,CC,27
249100074,CC du Pays de Limours (CCPL),CC,14
249100157,CC des Deux Vallées,CC,15
249100546,CC du Val d'Essonne (CCVE),CC,21
249100553,CC Entre Juine et Renarde (CCEJR),CC,16
249100595,CC Le Dourdannais en Hurepoix (CCDH),CC,11
249500109,CA de Cergy-Pontoise,CA,13
249500430,CC Sausseron Impressionnistes,CC,15
249500455,CC de la Vallée de l'Oise et des Trois Forêts,CC,9
249500489,CC du Haut Val d'Oise,CC,9
249500513,CC du Vexin-Val de Seine,CC,26
249710047,CC de Marie-Galante,CC,3
249710062,CA du Nord Basse-Terre,CA,6
249710070,CA Grand Sud Caraïbe,CA,11
249720053,CA de l'Espace Sud de la Martinique,CA,12
249720061,CA du Centre de la Martinique,CA,4
249730037,CC de l'Ouest Guyanais,CC,8
249730045,CA du Centre Littoral,CA,6
249730052,CC de l'Est Guyanais,CC,4
249740077,CA CIVIS (Communauté Intercommunale des Villes Solidaires),CA,6
249740085,CA du Sud,CA,4
249740093,CA Intercommunale de la Réunion Est (CIREST),CA,6
249740101,CA Territoire de la Côte Ouest (TCO),CA,5
249740119,CA Intercommunale du Nord de la Réunion (CINOR),CA,3
ZZZZZZZZZ,Sans objet,ZZ,4
